price,sqft_price,super_area_sqft,bhk,bathroom,balcony,covered_parking,open_parking,total_parking,facility_score,floor_number,total_floors,property_id,city_id,location_id,property_type_id,transaction_id,furnishing_id,overlooking_id,ownership_id,facing_id,floor_category_id
26500000.0,15690.0,2000.0,3,3.0,3.0,3,0,3,0,4.0,4.0,131,1,2381,0,0,1,1,1,1,0
13000000.0,9701.0,1340.0,3,2.0,1.0,0,0,0,0,11.0,14.0,132,1,218,0,2,1,4,1,0,0
11000000.0,8879.0,1024.0,3,3.0,1.0,1,0,1,0,3.0,11.0,133,1,2173,0,0,2,5,1,1,1
61100000.0,17170.0,3740.0,4,4.0,2.0,1,0,1,0,4.0,10.0,134,1,2498,4,0,2,4,1,0,2
16200000.000000002,9999.0,1627.0,3,3.0,1.0,1,0,1,0,3.0,3.0,135,1,1880,0,0,2,5,1,1,0
6030000.0,5500.0,1097.0,2,2.0,1.0,0,0,0,0,2.0,3.0,136,1,208,0,0,2,0,3,1,2
12500000.0,10666.0,1296.0,3,2.0,1.0,0,0,0,0,2.0,3.0,137,1,2452,1,0,2,5,1,0,2
8750000.0,6750.0,1296.0,3,3.0,1.0,1,0,1,0,7.0,19.0,138,1,1334,0,0,2,0,1,1,2
7400000.0,8706.0,850.0,2,2.0,2.0,0,0,0,0,1.0,4.0,139,1,2375,0,2,2,5,1,7,1
29900000.000000004,4600.0,4666.666666666667,10,1.0,2.0,1,0,1,0,0.0,1.0,140,1,1772,3,2,1,5,1,4,1
23000000.0,14110.0,1630.0,3,3.0,1.0,0,0,0,0,1.0,4.0,141,1,90,0,2,1,0,1,0,1
65000000.0,13000.0,5000.0,5,5.0,3.0,2,0,2,0,4.0,10.0,142,1,1064,4,2,0,1,1,0,2
7800000.0,7715.0,1011.0,2,2.0,1.0,0,0,0,0,11.0,17.0,143,1,1334,0,2,1,5,1,1,2
5000000.0,4411.764705882353,1133.3333333333333,2,2.0,1.0,0,0,0,0,1.0,2.0,144,1,1076,1,2,1,4,1,4,2
28000000.0,6512.0,4533.333333333333,8,7.0,2.0,0,0,0,1,4.0,10.0,145,1,1425,3,2,0,0,1,4,2
3600000.0,5318.0,516.0,2,2.0,1.0,0,0,0,0,2.0,4.0,146,1,208,0,2,1,1,1,0,2
25000000.0,7716.0,3240.0,5,5.0,2.0,0,0,0,0,4.0,10.0,147,1,1637,4,2,1,4,1,0,2
9260000.0,7500.0,1466.6666666666667,3,2.0,2.0,1,0,1,0,1.0,3.0,148,1,2387,0,2,1,1,1,7,2
25000000.0,10417.0,2133.3333333333335,3,3.0,2.0,0,0,0,0,4.0,10.0,149,1,2375,4,2,0,0,1,1,2
7800000.0,4216.0,2400.0,3,3.0,2.0,0,0,0,0,4.0,10.0,150,1,1542,4,2,1,5,1,1,2
11800000.0,8429.0,860.0,3,3.0,1.0,0,0,0,0,4.0,10.0,151,1,220,3,2,1,4,1,0,2
13000000.0,9059.0,1393.3333333333333,3,2.0,2.0,0,0,0,0,12.0,13.0,152,1,1724,0,2,1,0,2,1,0
62500000.0,13587.0,5866.666666666667,7,7.0,1.0,0,0,0,0,4.0,10.0,153,1,1554,4,2,1,4,1,4,2
10500000.0,10448.0,1741.3333333333333,2,2.0,1.0,1,0,1,1,1.0,4.0,154,1,2460,0,2,1,4,1,4,1
21000000.0,6441.7177914110425,3260.0,4,3.0,1.0,0,0,0,1,4.0,10.0,155,1,1564,3,2,1,4,1,1,2
3990000.0,4750.0,896.0,2,2.0,2.0,1,0,1,1,3.0,3.0,156,1,733,0,0,1,1,1,0,0
48900000.0,22500.0,2365.3333333333335,3,3.0,2.0,2,0,2,1,4.0,5.0,157,1,428,0,2,2,4,1,1,0
13500000.0,6429.0,2200.0,4,4.0,1.0,0,0,0,0,4.0,10.0,158,1,2333,4,2,1,4,1,0,2
21000000.0,15000.0,1400.0,4,3.0,2.0,0,0,0,0,4.0,10.0,159,1,1858,3,2,1,4,1,0,2
6800000.0,11057.0,820.0,3,3.0,2.0,0,0,0,0,0.0,2.0,160,1,176,0,2,0,4,1,0,1
8500000.0,7522.0,1130.0,3,2.0,1.0,0,0,0,2,21.0,28.0,161,1,1637,0,2,2,4,1,1,0
5200000.0,4670.658682634731,1113.3333333333333,2,2.0,1.0,0,0,0,0,1.0,2.0,162,1,111,0,2,2,4,1,0,2
6000000.0,11070.0,542.0,1,2.0,2.0,0,0,0,0,2.0,4.0,163,1,1153,0,2,1,4,1,0,2
59500000.0,24750.0,746.6666666666666,5,5.0,2.0,0,0,0,1,16.0,16.0,164,1,158,3,2,1,5,1,0,0
45000000.0,13100.0,3435.0,4,4.0,3.0,0,0,0,1,4.0,10.0,165,1,1282,3,2,1,4,1,4,2
27500000.0,13757.0,1880.0,3,3.0,2.0,2,0,2,1,3.0,3.0,166,1,1113,0,2,2,4,1,0,0
4200000.0,4200.0,1266.6666666666667,2,1.0,1.0,0,0,0,0,10.0,13.0,167,1,1637,0,2,1,4,1,0,0
12000000.0,8646.0,1388.0,3,3.0,1.0,0,0,0,0,4.0,12.0,168,1,1674,0,2,1,4,1,0,2
7800000.0,8176.0,954.0,2,2.0,1.0,0,0,0,0,3.0,8.0,169,1,1127,0,2,2,4,1,0,2
9000000.0,6307.0,1427.0,3,3.0,2.0,1,0,1,0,18.0,19.0,170,1,420,0,2,0,6,1,0,0
12500000.0,9713.0,1200.0,2,2.0,2.0,0,0,0,0,4.0,10.0,171,1,1334,3,2,1,4,1,4,2
7500000.0,9169.0,986.6666666666666,3,3.0,1.0,1,0,1,0,4.0,10.0,172,1,1305,4,2,2,5,1,3,2
4360000.0,7510.0,580.0,1,1.0,2.0,0,1,1,1,14.0,14.0,173,1,1276,0,2,2,5,1,0,0
7800000.0,9017.0,800.0,2,2.0,2.0,0,1,1,3,0.0,3.0,174,1,1462,0,2,0,4,1,0,1
9100000.0,9479.0,960.0,2,2.0,2.0,1,0,1,2,2.0,3.0,175,1,1153,1,2,2,5,1,7,2
15400000.0,9625.0,1600.0,3,3.0,2.0,3,0,3,0,1.0,3.0,176,1,1769,1,2,1,5,1,1,2
11000000.0,5946.0,2133.3333333333335,4,4.0,2.0,0,0,0,0,4.0,10.0,177,1,1399,4,2,1,4,1,1,2
13000000.0,11818.0,1100.0,2,2.0,2.0,0,0,0,0,3.0,3.0,178,1,2034,0,2,2,4,1,0,0
14000000.0,12785.0,1006.6666666666666,2,2.0,1.0,1,0,1,0,32.0,33.0,179,1,583,0,2,2,6,1,1,0
