city,price,sqft_price,posted_by,bhk,property_type,location,transaction,furnishing,bathroom,balcony,facing,overlooking,ownership,super_area_sqft,ready_to_move,covered_parking,open_parking,facility_score,floor_number,total_floors,has_overlooking,floor_ratio,log_price,floor_category,total_parking,has_parking,price_in_lakhs,area_per_bhk,lat,lon,price_segment,price_segment_by_city
bangalore,23000000.0,14198.0,unknown,3,apartment,yelahanka new town,new property,unfurnished,3.0,2.0,west,main road,freehold,1620.0,0,0,0,0,19.0,19.0,1,1.0,16.951004817371683,high,0,0,230.0,540.0,13.0978039,77.5811889,Mid-range,Mid-range
bangalore,24500000.0,15409.0,unknown,3,apartment,whitefield,resale,unfurnished,3.0,2.0,north,insignificant,freehold,1590.0,0,1,0,0,17.0,21.0,0,0.8095238095238095,17.01418371633128,high,1,1,245.0,530.0,12.9963995,77.7614229,Mid-range,Mid-range
bangalore,26000000.0,13000.0,unknown,3,apartment,allalasandra yelahanka,new property,unfurnished,3.0,3.0,north,garden/park,freehold,2133.3333333333335,0,2,0,0,15.0,17.0,1,0.8823529411764706,17.073607134447293,high,2,1,260.0,711.1111111111112,13.0910132,77.5863933,Mid-range,Mid-range
bangalore,9000000.0,13453.0,unknown,1,apartment,varthur,resale,unfurnished,1.0,1.0,west,insignificant,freehold,602.6666666666666,0,1,0,0,8.0,31.0,1,0.25806451612903225,16.012735246411598,low,1,1,90.0,602.6666666666666,12.9406508,77.746988,Budget,Budget
bangalore,66000000.0,22000.0,unknown,3,apartment,halasuru,new property,unfurnished,3.0,3.0,west,insignificant,freehold,3200.0,0,2,0,0,3.0,4.0,1,0.75,18.005165315142214,high,2,1,660.0,1066.6666666666667,12.9778793,77.6246697,Luxury,Luxury
bangalore,30400000.0,11692.0,agent: yes property,4,villa,devanahalli,new property,semi-furnished,4.0,4.0,east,garden/park,freehold,2600.0,0,2,0,0,4.0,10.0,1,0.4,17.229953199271186,mid,2,1,304.0,650.0,13.2483502,77.7134377,Premium,Premium
bangalore,14500000.0,11694.0,unknown,3,apartment,hadosiddapura chikkakannalli,resale,semi-furnished,2.0,1.0,north,garden/park,freehold,1320.0,0,1,0,0,27.0,27.0,1,1.0,16.489659276356317,high,1,1,145.0,440.0,12.893703,77.7081315,Affordable,Affordable
bangalore,18500000.0,13338.0,unknown,3,apartment,yamare,resale,unfurnished,3.0,3.0,north - east,garden/park,freehold,1257.3333333333333,0,1,0,0,10.0,33.0,1,0.30303030303030304,16.733281344102608,mid,1,1,185.0,419.1111111111111,12.8716739,77.7610456,Mid-range,Affordable
bangalore,14000000.0,9333.0,unknown,3,apartment,gottigere,resale,unfurnished,3.0,2.0,north,garden/park,freehold,1500.0,0,1,0,0,2.0,14.0,1,0.14285714285714285,16.454567959008102,low,1,1,140.0,500.0,12.8565317,77.5877237,Affordable,Affordable
bangalore,24500000.0,12888.0,unknown,3,apartment,kudlu main road,new property,unfurnished,3.0,1.0,east,"pool, garden/park",freehold,1901.0,0,0,0,0,10.0,22.0,1,0.45454545454545453,17.01418371633128,mid,0,0,245.0,633.6666666666666,12.8921814,77.6483362,Mid-range,Mid-range
bangalore,15900000.0,11819.0,unknown,2,apartment,hosa road off hosur road,new property,unfurnished,2.0,2.0,east,pool,freehold,1350.6666666666667,0,1,0,0,1.0,24.0,1,0.041666666666666664,16.58182973008354,low,1,1,159.0,675.3333333333334,12.97279481317704,77.7197727192401,Affordable,Affordable
bangalore,39500000.0,19819.0,agent: dream bangalore properties,3,apartment,stage 2 rmv,resale,unfurnished,3.0,1.0,north,"garden/park, pool",freehold,1785.3333333333333,1,1,0,0,17.0,24.0,1,0.7083333333333334,17.491811255187805,high,1,1,395.0,595.1111111111111,13.0360109,77.5695288,Premium,Premium
bangalore,31000000.0,12321.0,unknown,3,apartment,whitefield,resale,unfurnished,3.0,2.0,east,garden/park,freehold,2516.0,0,1,0,0,6.0,7.0,1,0.8571428571428571,17.249497794707484,high,1,1,310.0,838.6666666666666,12.9963995,77.7614229,Premium,Premium
bangalore,12000000.0,12220.0,unknown,2,apartment,whitefield,resale,unfurnished,2.0,1.0,east,garden/park,freehold,982.0,0,1,0,0,10.0,28.0,1,0.35714285714285715,16.300417291085605,mid,1,1,120.0,491.0,12.9963995,77.7614229,Affordable,Budget
bangalore,21000000.0,12995.0,unknown,3,apartment,chokkanahalli,resale,unfurnished,3.0,10.0,east,garden/park,freehold,2020.0,0,1,0,0,34.0,34.0,1,1.0,16.860033043306743,high,1,1,210.0,673.3333333333334,13.0850788,77.6263539,Mid-range,Mid-range
bangalore,11200000.000000002,10424.0,unknown,2,apartment,kothanur,new property,unfurnished,2.0,1.0,west,main road,freehold,1005.3333333333334,0,1,0,0,2.0,4.0,1,0.5,16.231424425551033,mid,1,1,112.00000000000001,502.6666666666667,12.8701259,77.5820178,Affordable,Budget
bangalore,18900000.0,9818.0,unknown,3,apartment,krishnarajapura,new property,unfurnished,3.0,3.0,east,"garden/park, pool, main road",freehold,1554.6666666666667,0,1,0,0,9.0,22.0,1,0.4090909090909091,16.75467253293992,mid,1,1,189.0,518.2222222222223,12.9999024,77.6776703,Mid-range,Mid-range
bangalore,9740000.0,7348.0,unknown,3,apartment,hebbal,new property,unfurnished,2.0,2.0,west,main road,freehold,1324.0,0,1,0,0,2.0,5.0,1,0.4,16.091751778288117,mid,1,1,97.4,441.3333333333333,13.0382184,77.5919,Affordable,Budget
bangalore,30000000.0,8969.0,unknown,4,villa,yelahanka,new property,unfurnished,4.0,4.0,east,garden/park,freehold,4000.0,0,2,0,0,4.0,10.0,1,0.4,17.216707972959764,mid,2,1,300.0,1000.0,13.1006982,77.5963454,Premium,Mid-range
bangalore,101500000.0,26887.0,unknown,3,apartment,indiranagar,new property,unfurnished,4.0,3.0,east,insignificant,freehold,3775.0,0,1,0,0,12.0,13.0,0,0.9230769230769231,18.43556936629833,high,1,1,1015.0,1258.3333333333333,12.9732913,77.6404672,Luxury,Luxury
bangalore,14000000.0,5234.0,agent: shelter property,3,villa,budigere cross,new property,semi-furnished,3.0,4.0,east,"garden/park, main road",freehold,2624.0,1,2,0,0,4.0,10.0,1,0.4,16.454567959008102,mid,2,1,140.0,874.6666666666666,13.0462134,77.7504125,Affordable,Affordable
bangalore,42200000.0,21753.0,unknown,3,apartment,koramangala,new property,unfurnished,3.0,2.0,east,"garden/park, pool, main road",freehold,1940.0,0,2,0,0,-1.0,7.0,1,-0.14285714285714285,17.557930802702924,low,2,1,422.0,646.6666666666666,12.9357366,77.624081,Premium,Premium
bangalore,28300000.0,13750.0,unknown,3,apartment,doddakallasandra konanakunte,new property,unfurnished,3.0,2.0,north,garden/park,freehold,1814.6666666666667,0,2,0,0,2.0,30.0,1,0.06666666666666667,17.158372397949154,low,2,1,283.0,604.8888888888889,12.97279481317704,77.7197727192401,Mid-range,Mid-range
bangalore,100000000.0,11754.0,agent: rithika rambabu,4,villa,rajanukunte,resale,semi-furnished,4.0,2.0,east,insignificant,freehold,4000.0,1,0,0,0,4.0,10.0,0,0.4,18.420680753952364,mid,0,0,1000.0,1000.0,13.1691299,77.5599986,Luxury,Luxury
bangalore,140000000.0,19444.0,agent: hanu reddy realty india pvt. ltd.,5,villa,seegehalli,resale,semi-furnished,5.0,3.0,east,main road,freehold,9600.0,1,5,0,0,4.0,10.0,1,0.4,18.757152987716434,mid,5,1,1400.0,1920.0,13.0164845,77.71748,Luxury,Luxury
bangalore,9600000.0,8872.0,unknown,3,apartment,kengeri,new property,unfurnished,2.0,1.0,east,garden/park,freehold,1073.3333333333333,0,1,0,2,4.0,12.0,1,0.3333333333333333,16.077273760604726,mid,1,1,96.0,357.77777777777777,12.9176571,77.4837568,Affordable,Budget
bangalore,15200000.0,10500.0,unknown,3,apartment,vidyaranyapura,new property,unfurnished,3.0,2.0,north - west,"garden/park, pool, main road",freehold,1450.0,0,3,0,0,-1.0,20.0,1,-0.05,16.536806051605975,low,3,1,152.0,483.3333333333333,13.0766407,77.5577315,Affordable,Affordable
bangalore,23500000.0,12169.0,unknown,3,apartment,vajarahalli vajarahalli,new property,semi-furnished,3.0,2.0,east,insignificant,freehold,1937.0,0,1,0,1,17.0,20.0,0,0.85,16.97251102166758,high,1,1,235.0,645.6666666666666,13.0970553,77.3963634,Mid-range,Mid-range
bangalore,16000000.0,26667.0,agent: raksha realty,3,house,jakkur,new property,semi-furnished,2.0,2.0,east,"garden/park, main road",freehold,600.0,1,1,0,0,4.0,10.0,1,0.4,16.588099342704055,mid,1,1,160.0,200.0,13.0784743,77.6068938,Affordable,Affordable
bangalore,14800000.0,9950.0,unknown,3,apartment,yelachenahalli kumaraswamy layout kanakapura road,new property,unfurnished,3.0,4.0,north - west,main road,freehold,1600.0,0,1,0,1,2.0,4.0,1,0.5,16.51013780630191,mid,1,1,148.0,533.3333333333334,12.97279481317704,77.7197727192401,Affordable,Affordable
bangalore,22000000.0,12135.0,agent: offbeat realty,3,apartment,kundalahalli brookefield,resale,unfurnished,3.0,3.0,east,garden/park,freehold,1813.0,1,0,0,0,3.0,10.0,1,0.3,16.906553056777135,low,0,0,220.0,604.3333333333334,12.9673463,77.7167958,Mid-range,Mid-range
bangalore,17000000.0,12400.0,agent: adobe properties,3,apartment,thanisandra main road,resale,semi-furnished,2.0,3.0,north - east,"pool, garden/park, main road",freehold,1371.0,1,0,0,0,9.0,12.0,1,0.75,16.648723960844016,high,0,0,170.0,457.0,13.0682586,77.6337068,Mid-range,Affordable
bangalore,12800000.0,6899.0,unknown,3,apartment,varthur,new property,unfurnished,3.0,4.0,east,insignificant,freehold,1865.0,0,1,0,0,1.0,4.0,0,0.25,16.36495580701484,low,1,1,128.0,621.6666666666666,12.9406508,77.746988,Affordable,Budget
bangalore,70000000.0,20000.0,unknown,3,villa,whitefield,resale,unfurnished,3.0,3.0,east,"pool, garden/park, main road",freehold,3500.0,1,0,0,0,4.0,10.0,1,0.4,18.064005814299346,mid,0,0,700.0,1166.6666666666667,12.9963995,77.7614229,Luxury,Luxury
bangalore,13500000.0,9441.0,unknown,2,apartment,phase 2 electronic city,resale,unfurnished,2.0,2.0,east,garden/park,freehold,1430.0,1,1,0,0,1.0,14.0,1,0.07142857142857142,16.41820031748273,low,1,1,135.0,715.0,12.8468545,77.6769267,Affordable,Affordable
bangalore,35800000.0,13985.0,unknown,4,apartment,sarjapur road,new property,unfurnished,4.0,1.0,east,garden/park,freehold,2198.6666666666665,0,2,0,0,10.0,32.0,1,0.3125,17.393458479303888,mid,2,1,358.0,549.6666666666666,12.924563,77.638258,Premium,Premium
bangalore,24500000.0,8596.0,unknown,4,villa,neeladri nagar,new property,unfurnished,4.0,2.0,east,"garden/park, pool, main road",freehold,2533.3333333333335,0,1,0,0,4.0,10.0,1,0.4,17.01418371633128,mid,1,1,245.0,633.3333333333334,12.8415946,77.6479125,Mid-range,Mid-range
bangalore,34500000.0,17054.0,agent: jsrs prop care pvt ltd,3,apartment,ambalipura,resale,semi-furnished,4.0,1.0,north,garden/park,freehold,1788.0,1,1,0,0,11.0,12.0,1,0.9166666666666666,17.356469910987094,high,1,1,345.0,596.0,12.9173303,77.667161,Premium,Premium
bangalore,110000000.0,22680.0,agent: abhimanyu v,4,villa,indiranagar,resale,semi-furnished,6.0,2.0,east,"garden/park, pool",freehold,4850.0,1,3,0,0,4.0,10.0,1,0.4,18.5159909328476,mid,3,1,1100.0,1212.5,12.9732913,77.6404672,Luxury,Luxury
bangalore,60000000.0,14531.0,unknown,4,villa,devanahalli,new property,unfurnished,4.0,2.0,east,"pool, garden/park",freehold,4129.0,0,0,0,0,4.0,10.0,1,0.4,17.909855136853043,mid,0,0,600.0,1032.25,13.2483502,77.7134377,Luxury,Luxury
bangalore,13200000.0,12090.0,unknown,2,apartment,devanahalli,new property,unfurnished,2.0,2.0,north - east,"garden/park, pool, main road",freehold,1080.0,0,1,0,0,7.0,16.0,1,0.4375,16.395727463314174,mid,1,1,132.0,540.0,13.2483502,77.7134377,Affordable,Affordable
bangalore,10500000.0,8795.0,agent: mega builders,2,apartment,vidyaranyapura,new property,unfurnished,2.0,2.0,east,main road,freehold,1333.3333333333333,1,1,0,0,2.0,2.0,1,1.0,16.166885910365842,high,1,1,105.0,666.6666666666666,13.0766407,77.5577315,Affordable,Budget
bangalore,36000000.0,14754.0,agent: anthony enterprises,3,apartment,block 9th jayanagara,resale,semi-furnished,3.0,3.0,north,insignificant,freehold,2400.0,1,1,0,0,3.0,8.0,0,0.375,17.399029524198163,mid,1,1,360.0,800.0,12.9341998,77.5841516,Premium,Premium
bangalore,13500000.0,11618.0,agent: rich source realty,2,apartment,budigere,resale,semi-furnished,2.0,1.0,east,garden/park,freehold,1162.0,1,1,0,0,10.0,19.0,1,0.5263157894736842,16.41820031748273,mid,1,1,135.0,581.0,13.1351506,77.7471989,Affordable,Affordable
bangalore,180000000.0,60000.0,agent: real prop service,3,house,cambridge layout jogupalya,resale,semi-furnished,3.0,1.0,north,main road,freehold,3000.0,1,2,0,0,4.0,10.0,1,0.4,19.00846741441004,mid,2,1,1800.0,1000.0,12.9725694,77.627944,Luxury,Luxury
bangalore,11900000.0,11300.0,unknown,2,apartment,rachenahalli thanisandra,new property,unfurnished,2.0,2.0,east,garden/park,freehold,990.6666666666666,0,1,0,0,5.0,12.0,1,0.4166666666666667,16.29204904211537,mid,1,1,119.0,495.3333333333333,13.057503,77.6264256,Affordable,Budget
bangalore,18800000.0,13763.0,unknown,3,apartment,whitefield,resale,semi-furnished,2.0,1.0,east,garden/park,freehold,1366.0,1,1,0,0,8.0,28.0,1,0.2857142857142857,16.749367480991666,low,1,1,188.0,455.3333333333333,12.9963995,77.7614229,Mid-range,Mid-range
bangalore,26000000.0,10888.0,agent: roof 360 real estate and properties,3,apartment,pulkeshi nagar,resale,semi-furnished,3.0,2.0,east,garden/park,freehold,2666.6666666666665,1,1,0,0,1.0,4.0,1,0.25,17.073607134447293,low,1,1,260.0,888.8888888888888,12.97279481317704,77.7197727192401,Mid-range,Mid-range
bangalore,17700000.0,10199.0,unknown,3,apartment,doddakannelli,new property,unfurnished,3.0,3.0,east,"garden/park, pool, main road",freehold,1866.6666666666667,0,1,0,0,4.0,8.0,1,0.5,16.68907525404123,mid,1,1,177.0,622.2222222222223,12.9115381,77.6934164,Mid-range,Affordable
bangalore,22000000.0,13033.0,unknown,3,apartment,thanisandra main road,new property,unfurnished,3.0,1.0,west,garden/park,freehold,1532.0,0,0,0,0,14.0,19.0,1,0.7368421052631579,16.906553056777135,high,0,0,220.0,510.6666666666667,13.0682586,77.6337068,Mid-range,Mid-range
bangalore,12000000.0,9860.0,agent: 4 walls realty,3,apartment,gottigere,resale,semi-furnished,3.0,3.0,east,insignificant,freehold,1266.6666666666667,1,1,0,2,6.0,8.0,0,0.75,16.300417291085605,high,1,1,120.0,422.22222222222223,12.8565317,77.5877237,Affordable,Budget
bangalore,7600000.0,11783.0,agent: right house  realtors,1,apartment,panathur,resale,semi-furnished,1.0,1.0,east,garden/park,freehold,600.0,1,0,0,1,2.0,13.0,1,0.15384615384615385,15.843658936835498,low,0,0,76.0,600.0,12.9351457,77.7047541,Budget,Budget
bangalore,18500000.0,14015.0,agent: firstchoice,2,apartment,whitefield,resale,semi-furnished,2.0,2.0,east,garden/park,freehold,1546.6666666666667,1,0,0,0,7.0,14.0,1,0.5,16.733281344102608,mid,0,0,185.0,773.3333333333334,12.9963995,77.7614229,Mid-range,Affordable
bangalore,7300000.0,10111.0,agent: akash k,1,apartment,budigere,resale,semi-furnished,1.0,1.0,west,garden/park,freehold,733.3333333333334,1,1,0,0,4.0,14.0,1,0.2857142857142857,15.803385043104912,low,1,1,73.0,733.3333333333334,13.1351506,77.7471989,Budget,Budget
bangalore,12500000.0,10204.0,agent: usha reddy,2,apartment,mahadevapura,resale,semi-furnished,2.0,2.0,east,insignificant,freehold,1225.0,1,0,0,0,2.0,5.0,0,0.4,16.341239282272525,mid,0,0,125.0,612.5,12.9965445,77.6927176,Affordable,Budget
bangalore,65000000.0,22791.0,agent: bilal,4,apartment,richmond town richmond town,resale,semi-furnished,4.0,3.0,east,garden/park,freehold,3586.6666666666665,1,2,0,0,1.0,2.0,1,0.5,17.989897843244528,mid,2,1,650.0,896.6666666666666,12.9597759,77.6016028,Luxury,Luxury
bangalore,41000000.0,17757.0,agent: prop folio,4,apartment,whitefield,new property,unfurnished,4.0,2.0,north,garden/park,freehold,2309.0,1,0,0,0,26.0,28.0,1,0.9285714285714286,17.529082649058825,high,0,0,410.0,577.25,12.9963995,77.7614229,Premium,Premium
bangalore,9150000.0,7548.0,unknown,2,apartment,samethanahalli,new property,unfurnished,2.0,2.0,north,garden/park,freehold,912.0,0,1,0,1,10.0,13.0,1,0.7692307692307693,16.029264546541317,high,1,1,91.5,456.0,12.979363,77.7907328,Budget,Budget
bangalore,25900000.0,14325.0,unknown,3,apartment,bellary road,new property,unfurnished,3.0,1.0,east,"pool, garden/park, main road",freehold,1666.6666666666667,0,1,0,0,5.0,21.0,1,0.23809523809523808,17.069753565279804,low,1,1,259.0,555.5555555555555,13.0475595,77.5919822,Mid-range,Mid-range
bangalore,15600000.0,9732.0,unknown,3,apartment,chambenahalli,new property,unfurnished,3.0,2.0,north - east,"garden/park, pool",freehold,1610.0,0,2,0,0,-1.0,34.0,1,-0.029411764705882353,16.562781536322326,low,2,1,156.0,536.6666666666666,12.8886379,77.7662379,Affordable,Affordable
bangalore,14000000.0,7000.0,agent: housewise.in,3,apartment,kattigenahalli bellary road,resale,semi-furnished,3.0,3.0,west,pool,freehold,2000.0,1,1,0,0,2.0,11.0,1,0.18181818181818182,16.454567959008102,low,1,1,140.0,666.6666666666666,12.97279481317704,77.7197727192401,Affordable,Affordable
bangalore,67200000.0,16250.0,unknown,5,apartment,yelahanka,new property,unfurnished,5.0,5.0,west,"garden/park, pool",freehold,4137.0,0,3,0,1,9.0,15.0,1,0.6,18.02318382037433,mid,3,1,672.0,827.4,13.1006982,77.5963454,Luxury,Luxury
bangalore,65000000.0,18289.0,agent: latitudeind,3,apartment,kanakapura road,new property,semi-furnished,3.0,3.0,north,"pool, garden/park",freehold,2666.6666666666665,1,2,0,0,6.0,15.0,1,0.4,17.989897843244528,mid,2,1,650.0,888.8888888888888,12.8858447,77.5563845,Luxury,Luxury
bangalore,23500000.0,14587.0,unknown,3,apartment,panathur,resale,unfurnished,3.0,2.0,east,"pool, garden/park, main road",freehold,1611.0,0,0,0,0,3.0,18.0,1,0.16666666666666666,16.97251102166758,low,0,0,235.0,537.0,12.9351457,77.7047541,Mid-range,Mid-range
bangalore,23400000.0,15132.0,unknown,3,apartment,panathur,new property,furnished,2.0,2.0,north - east,main road,freehold,1553.0,0,1,0,0,4.0,11.0,1,0.36363636363636365,16.96824662306297,mid,1,1,234.0,517.6666666666666,12.9351457,77.7047541,Mid-range,Mid-range
bangalore,10100000.0,8857.0,builder: sree krishna constructions,2,apartment,medahalli,new property,unfurnished,2.0,2.0,east,main road,freehold,1016.0,1,1,0,0,1.0,5.0,1,0.2,16.128046080821385,low,1,1,101.0,508.0,13.0278454,77.7206079,Affordable,Budget
bangalore,21000000.0,14403.0,unknown,3,apartment,devasthanagalu varthur,resale,unfurnished,2.0,2.0,east,"garden/park, pool",freehold,1533.3333333333333,0,1,0,0,12.0,32.0,1,0.375,16.860033043306743,mid,1,1,210.0,511.1111111111111,12.97279481317704,77.7197727192401,Mid-range,Mid-range
bangalore,27599999.999999996,16000.0,unknown,3,apartment,varthur,resale,unfurnished,3.0,2.0,north - west,insignificant,freehold,1462.6666666666667,0,1,0,0,23.0,26.0,0,0.8846153846153846,17.133326366919263,high,1,1,275.99999999999994,487.5555555555556,12.9406508,77.746988,Mid-range,Mid-range
bangalore,36000000.0,20134.0,agent: nest craft interiors,3,apartment,konanakunte,resale,semi-furnished,4.0,2.0,north - west,garden/park,freehold,1788.0,1,1,0,1,25.0,32.0,1,0.78125,17.399029524198163,high,1,1,360.0,596.0,12.8792861,77.5697529,Premium,Premium
bangalore,26900000.0,15567.0,unknown,3,apartment,sarjapura,resale,unfurnished,3.0,1.0,east,garden/park,freehold,1808.0,0,1,0,0,1.0,8.0,1,0.125,17.10763688174679,low,1,1,269.0,602.6666666666666,12.8600866,77.7861352,Mid-range,Mid-range
bangalore,13300000.0,9301.0,unknown,3,apartment,bannerghatta main road,new property,semi-furnished,3.0,3.0,east,"garden/park, pool, main road",freehold,1333.3333333333333,0,1,0,0,6.0,14.0,1,0.42857142857142855,16.40327466837995,mid,1,1,133.0,444.4444444444444,12.7177146,77.6874121,Affordable,Affordable
bangalore,29000000.0,12522.0,agent: sunil kumar jha,3,apartment,sahakar nagar,resale,unfurnished,3.0,1.0,east,garden/park,freehold,2316.0,1,0,0,0,4.0,4.0,1,1.0,17.182806422433504,high,0,0,290.0,772.0,13.069641,77.5857251,Mid-range,Mid-range
bangalore,25000000.0,12261.0,unknown,3,apartment,whitefield,resale,unfurnished,3.0,2.0,east,"garden/park, pool, main road",freehold,1808.0,0,1,0,1,7.0,15.0,1,0.4666666666666667,17.034386422832473,mid,1,1,250.0,602.6666666666666,12.9963995,77.7614229,Mid-range,Mid-range
bangalore,9450000.0,6999.0,agent: real estate,3,apartment,hagadur,new property,unfurnished,2.0,2.0,east,"garden/park, main road",freehold,1350.0,1,1,0,0,2.0,5.0,1,0.4,16.061525405290027,mid,1,1,94.5,450.0,12.9649101,77.7558492,Budget,Budget
bangalore,9700000.0,7239.0,agent: real estate,3,apartment,belathur main road,resale,semi-furnished,2.0,1.0,east,pool,freehold,1493.3333333333333,1,1,0,3,3.0,4.0,1,0.75,16.08763654656639,high,1,1,97.0,497.77777777777777,13.0070848,77.7420586,Affordable,Budget
bangalore,24300000.0,11750.0,unknown,3,apartment,sarjapura,new property,unfurnished,3.0,2.0,east,"garden/park, pool",freehold,1737.3333333333333,0,1,0,2,32.0,32.0,1,1.0,17.00598694946304,high,1,1,243.0,579.1111111111111,12.8600866,77.7861352,Mid-range,Mid-range
bangalore,25000000.0,13405.0,unknown,3,apartment,sarjapur road,resale,unfurnished,3.0,2.0,west,pool,freehold,1686.6666666666667,0,1,0,0,4.0,30.0,1,0.13333333333333333,17.034386422832473,low,1,1,250.0,562.2222222222223,12.924563,77.638258,Mid-range,Mid-range
bangalore,22599999.999999996,12100.0,unknown,3,apartment,electronic city,new property,unfurnished,3.0,2.0,east,"garden/park, pool, main road",freehold,1509.3333333333333,0,1,0,1,5.0,32.0,1,0.15625,16.933460508490302,low,1,1,225.99999999999997,503.1111111111111,12.8487599,77.648253,Mid-range,Mid-range
bangalore,12500000.0,10163.0,unknown,2,apartment,thanisandra main road,new property,unfurnished,2.0,1.0,east,"pool, garden/park",freehold,1230.0,0,0,0,0,4.0,6.0,1,0.6666666666666666,16.341239282272525,mid,0,0,125.0,615.0,13.0682586,77.6337068,Affordable,Budget
bangalore,17700000.0,13500.0,unknown,2,apartment,devanahalli,new property,semi-furnished,2.0,1.0,east,insignificant,freehold,1186.6666666666667,0,1,0,0,12.0,21.0,0,0.5714285714285714,16.68907525404123,mid,1,1,177.0,593.3333333333334,13.2483502,77.7134377,Mid-range,Affordable
bangalore,48000000.0,17436.0,unknown,3,apartment,kanakapura,resale,furnished,3.0,3.0,north,garden/park,freehold,2198.6666666666665,0,2,0,0,17.0,30.0,1,0.5666666666666667,17.6867115897055,mid,2,1,480.0,732.8888888888888,12.8844172,77.5527662,Premium,Luxury
bangalore,17500000.0,13000.0,unknown,3,apartment,yelahanka,new property,unfurnished,3.0,1.0,east,main road,freehold,1293.3333333333333,0,1,0,0,4.0,23.0,1,0.17391304347826086,16.677711496036597,low,1,1,175.0,431.1111111111111,13.1006982,77.5963454,Mid-range,Affordable
bangalore,27500000.0,15019.0,unknown,3,apartment,hennur main road,resale,unfurnished,3.0,2.0,west,garden/park,freehold,1717.3333333333333,0,1,0,0,8.0,9.0,1,0.8888888888888888,17.129696599000436,high,1,1,275.0,572.4444444444445,13.0161182,77.6292879,Mid-range,Mid-range
bangalore,65000000.0,22839.0,unknown,4,apartment,rajajinagar,resale,unfurnished,4.0,2.0,west,garden/park,freehold,2800.0,0,1,0,0,10.0,34.0,1,0.29411764705882354,17.989897843244528,low,1,1,650.0,700.0,13.0005232,77.5496166,Luxury,Luxury
bangalore,37000000.0,13643.0,unknown,4,apartment,devasthanagalu varthur,resale,unfurnished,4.0,2.0,east,"garden/park, main road",freehold,2693.3333333333335,0,2,0,0,1.0,20.0,1,0.05,17.426428497635523,low,2,1,370.0,673.3333333333334,12.97279481317704,77.7197727192401,Premium,Premium
bangalore,29800000.0,15561.0,unknown,3,apartment,panathur,resale,semi-furnished,3.0,3.0,north,insignificant,freehold,1915.0,0,1,0,0,8.0,20.0,0,0.4,17.21001898503268,mid,1,1,298.0,638.3333333333334,12.9351457,77.7047541,Premium,Mid-range
bangalore,26700000.0,12170.0,unknown,3,apartment,confident rigel althena,new property,semi-furnished,2.0,2.0,north,"garden/park, pool, main road",freehold,2081.3333333333335,0,1,0,0,10.0,28.0,1,0.35714285714285715,17.10017416082366,mid,1,1,267.0,693.7777777777778,12.8569088,77.7839152,Mid-range,Mid-range
bangalore,16000000.0,8834.0,unknown,3,apartment,whitefield,new property,unfurnished,3.0,3.0,north,"garden/park, main road",freehold,1698.6666666666667,0,1,0,0,5.0,14.0,1,0.35714285714285715,16.588099342704055,mid,1,1,160.0,566.2222222222223,12.9963995,77.7614229,Affordable,Affordable
bangalore,20299999.999999996,10700.0,unknown,3,apartment,whitefield,new property,unfurnished,3.0,2.0,north,"garden/park, pool, main road",freehold,1400.0,0,1,0,1,4.0,9.0,1,0.4444444444444444,16.8261314932731,mid,1,1,202.99999999999997,466.6666666666667,12.9963995,77.7614229,Mid-range,Mid-range
bangalore,63500000.0,18492.0,unknown,3,apartment,itpl whitefield,new property,furnished,3.0,2.0,east,garden/park,freehold,3392.0,0,2,0,0,15.0,31.0,1,0.4838709677419355,17.96655047961095,mid,2,1,635.0,1130.6666666666667,12.9863497,77.7325809,Luxury,Luxury
bangalore,16500000.0,11000.0,unknown,3,apartment,sarjapur road,new property,unfurnished,2.0,2.0,east,"garden/park, pool, main road",freehold,1500.0,0,0,0,0,10.0,34.0,1,0.29411764705882354,16.61887099947687,low,0,0,165.0,500.0,12.924563,77.638258,Affordable,Affordable
bangalore,28500000.0,15800.0,unknown,3,apartment,whitefield,new property,semi-furnished,3.0,2.0,east,"garden/park, pool",freehold,1374.6666666666667,0,1,0,1,9.0,16.0,1,0.5625,17.1654146803266,mid,1,1,285.0,458.22222222222223,12.9963995,77.7614229,Mid-range,Mid-range
bangalore,18400000.0,12600.0,agent: sabari properties,3,apartment,phase 2 lakedew residency,new property,unfurnished,3.0,2.0,east,"garden/park, main road",freehold,1466.6666666666667,1,1,0,0,6.0,10.0,1,0.6,16.72786127692704,mid,1,1,184.0,488.8888888888889,12.8974697,77.6599291,Mid-range,Affordable
bangalore,24700000.000000004,15966.0,agent: vtej homes,2,apartment,halasuru,resale,furnished,2.0,3.0,south - east,garden/park,freehold,1846.6666666666667,1,1,0,1,2.0,5.0,1,0.4,17.022313842084035,mid,1,1,247.00000000000003,923.3333333333334,12.9778793,77.6246697,Mid-range,Mid-range
bangalore,74400000.0,22490.0,unknown,4,villa,sadahalli,new property,unfurnished,5.0,1.0,east,garden/park,freehold,3309.0,0,2,0,0,4.0,10.0,1,0.4,18.124966513244182,mid,2,1,744.0,827.25,13.2111088,77.647022,Luxury,Luxury
bangalore,11600000.0,9700.0,unknown,2,apartment,singanayakanahalli,new property,unfurnished,2.0,2.0,east,"garden/park, pool",freehold,1206.0,0,1,0,0,2.0,2.0,1,1.0,16.266515742283485,high,1,1,116.0,603.0,13.1478621,77.5693207,Affordable,Budget
